,system1,system2,system3,system4,system5,system6,system7,system8,system9,system10
1001,200.0,5.0,100.0,10.0,5.0,40.0,60.0,80.0,100.0,100.0
1002,10.0,20.0,100.0,10.0,5.0,40.0,60.0,80.0,100.0,100.0
1003,200.0,20.0,100.0,10.0,5.0,40.0,60.0,80.0,100.0,100.0
1004,10.0,5.0,200.0,10.0,5.0,40.0,60.0,80.0,100.0,100.0
1005,200.0,5.0,200.0,10.0,5.0,40.0,60.0,80.0,100.0,100.0
1006,10.0,20.0,200.0,10.0,5.0,40.0,60.0,80.0,100.0,100.0
1007,200.0,20.0,200.0,10.0,5.0,40.0,60.0,80.0,100.0,100.0
1008,10.0,5.0,100.0,5.0,50.0,40.0,60.0,80.0,100.0,100.0
1009,200.0,5.0,100.0,5.0,50.0,40.0,60.0,80.0,100.0,100.0
1010,10.0,20.0,100.0,5.0,50.0,40.0,60.0,80.0,100.0,100.0
1011,200.0,20.0,100.0,5.0,50.0,40.0,60.0,80.0,100.0,100.0
1012,10.0,5.0,200.0,5.0,50.0,40.0,60.0,80.0,100.0,100.0
1013,200.0,5.0,200.0,5.0,50.0,40.0,60.0,80.0,100.0,100.0
1014,10.0,20.0,200.0,5.0,50.0,40.0,60.0,80.0,100.0,100.0
1015,200.0,20.0,200.0,5.0,50.0,40.0,60.0,80.0,100.0,100.0
1016,10.0,5.0,100.0,10.0,50.0,40.0,60.0,80.0,100.0,100.0
1017,200.0,5.0,100.0,10.0,50.0,40.0,60.0,80.0,100.0,100.0
1018,10.0,20.0,100.0,10.0,50.0,40.0,60.0,80.0,100.0,100.0
1019,200.0,20.0,100.0,10.0,50.0,40.0,60.0,80.0,100.0,100.0
1020,10.0,5.0,200.0,10.0,50.0,40.0,60.0,80.0,100.0,100.0
1021,200.0,5.0,200.0,10.0,50.0,40.0,60.0,80.0,100.0,100.0
1022,10.0,20.0,200.0,10.0,50.0,40.0,60.0,80.0,100.0,100.0
1023,200.0,20.0,200.0,10.0,50.0,40.0,60.0,80.0,100.0,100.0
1024,10.0,12.5,150.0,7.5,27.5,25.0,37.5,50.0,65.0,65.0
1025,200.0,12.5,150.0,7.5,27.5,25.0,37.5,50.0,65.0,65.0
1026,105.0,5.0,150.0,7.5,27.5,25.0,37.5,50.0,65.0,65.0
1027,105.0,20.0,150.0,7.5,27.5,25.0,37.5,50.0,65.0,65.0
1028,105.0,12.5,100.0,7.5,27.5,25.0,37.5,50.0,65.0,65.0
1029,105.0,12.5,200.0,7.5,27.5,25.0,37.5,50.0,65.0,65.0
1030,105.0,12.5,150.0,5.0,27.5,25.0,37.5,50.0,65.0,65.0
1031,105.0,12.5,150.0,10.0,27.5,25.0,37.5,50.0,65.0,65.0
1032,105.0,12.5,150.0,7.5,5.0,25.0,37.5,50.0,65.0,65.0
1033,105.0,12.5,150.0,7.5,50.0,25.0,37.5,50.0,65.0,65.0
1034,105.0,12.5,150.0,7.5,27.5,10.0,37.5,50.0,65.0,65.0
1035,105.0,12.5,150.0,7.5,27.5,40.0,37.5,50.0,65.0,65.0
1036,105.0,12.5,150.0,7.5,27.5,25.0,15.0,50.0,65.0,65.0
1037,105.0,12.5,150.0,7.5,27.5,25.0,60.0,50.0,65.0,65.0
1038,105.0,12.5,150.0,7.5,27.5,25.0,37.5,20.0,65.0,65.0
1039,105.0,12.5,150.0,7.5,27.5,25.0,37.5,80.0,65.0,65.0
1040,105.0,12.5,150.0,7.5,27.5,25.0,37.5,50.0,30.0,65.0
1041,105.0,12.5,150.0,7.5,27.5,25.0,37.5,50.0,100.0,65.0
1042,105.0,12.5,150.0,7.5,27.5,25.0,37.5,50.0,65.0,30.0
1043,105.0,12.5,150.0,7.5,27.5,25.0,37.5,50.0,65.0,100.0
1044,105.0,12.5,150.0,7.5,27.5,25.0,37.5,50.0,65.0,65.0
